,x_emb,y_emb,t,tau,id
75,0.6386325009096382,-0.2952988138317145,0,2,75
76,0.5183872204777314,-0.03436850131565525,0,1,76
77,0.6582487821476704,-0.2873904179205742,0,2,77
78,0.6958156609760938,-0.3646883909537299,0,2,78
79,0.44837925526159883,0.057108998018938546,0,0,79
80,0.7152253886827861,-0.36071509951774877,0,2,80
81,0.497910752216126,-0.12169972726576614,0,1,81
82,0.48483314510754444,0.12842343728434036,0,0,82
83,0.7224547236093,-0.17720104213765478,0,2,83
84,0.6665531455479038,-0.29726096255844076,0,2,84
85,0.48626696986710594,0.20716260674328466,0,1,85
86,0.7582142290101617,-0.19982201257730417,0,2,86
87,0.5481611693162064,0.022884376774153566,0,1,87
88,0.3890299779985172,0.35974829205852193,0,0,88
89,0.4016219395044611,0.14717262498634123,0,0,89
90,0.543779177014318,-0.022729950260862882,0,1,90
91,0.6943510910489191,-0.4819767265207003,0,2,91
92,0.451430222893531,0.14428090780954755,0,0,92
93,0.4242606915717141,0.07393150702528813,0,0,93
94,0.4054537336961977,0.06437849945686934,0,0,94
95,0.6727446341363265,-0.11308356230130855,0,2,95
96,0.6910483273098119,-0.3242847202658566,0,2,96
97,0.4335372128021716,-0.19760296867002902,0,1,97
98,0.4892977203739556,0.03671426226569682,0,1,98
99,0.7359167301182511,-0.22552418884607706,0,2,99
100,0.684122937413215,-0.2519791846626889,0,2,100
101,0.5114343518685979,0.25175742040806426,0,0,101
102,0.5338847485525098,-0.096315579172855,0,1,102
103,0.4819566588810158,0.2113453692769089,0,0,103
104,0.5584036128764319,-0.2609909404115155,0,1,104
105,0.4785593820570589,0.168133070000575,0,0,105
106,0.4654024235314292,-0.06060018255037785,0,1,106
107,0.7005532711904945,-0.22886485323872321,0,2,107
108,0.4511453732365291,-0.008177496086946597,0,0,108
109,0.5046668798541011,0.02507582008528449,0,0,109
110,0.421733006890156,0.17657233197122732,0,0,110
111,0.6851109814996345,-0.09631340699508839,0,2,111
112,0.6414758575238182,-0.329234273051826,0,2,112
113,0.4519529533241257,0.023920980647591374,0,1,113
114,0.6398127154680516,-0.18145081192630094,0,2,114
115,0.38443699344589444,0.22715370708214208,0,0,115
116,0.47705009717521213,0.26998733962178445,0,0,116
117,0.6615821915906819,-0.03216332854020814,0,2,117
118,0.6631804417901483,-0.15020099898586955,0,2,118
119,0.5005350178929494,0.09481764980168375,0,1,119
120,0.41648188472669256,0.09175395318255924,0,0,120
121,0.4561628292607269,0.19552262645684312,0,0,121
122,0.3392768902039415,0.18564094395082073,0,0,122
123,0.662543251137149,-0.2546288691075159,0,2,123
124,0.7155712253324948,-0.29355681131621403,0,2,124
125,0.5798561261850926,0.10299132526551302,0,1,125
126,0.6609294099652273,-0.3739488530644403,0,2,126
127,0.6444393811854477,-0.3148476077425468,0,2,127
128,0.4575324422683003,-0.030678242698554667,0,0,128
129,0.6725402668789912,-0.4203116307998511,0,2,129
130,0.6875067111205513,-0.046659839980191894,0,2,130
131,0.7132986688751718,-0.2369129928811483,0,2,131
132,0.4632702068673939,0.0117646340260349,0,1,132
133,0.49143859442457566,0.08830930785376445,0,1,133
134,0.42458115401476587,-0.058577054873712044,0,1,134
135,0.4874278500302206,0.12158612102682481,0,0,135
136,0.4602100744686466,-0.09622383292517879,0,0,136
137,0.45566404344064615,0.06429117361805592,0,0,137
138,0.44468131942806677,0.1416999109132492,0,0,138
139,0.5493623399059118,0.09285114477809148,0,1,139
140,0.6792656518411624,-0.2669744613008015,0,2,140
141,0.4914814671003602,0.2636088364536184,0,0,141
142,0.48624872699939503,0.12510496600705107,0,0,142
143,0.4828889544310559,-0.22701027194782605,0,1,143
144,0.42978772929019327,-0.12120640156961351,0,1,144
145,0.6297147582412399,0.04622641896160874,0,1,145
146,0.47340550669979203,0.2660591430493865,0,0,146
147,0.4952721242282605,-0.09906352616767314,0,1,147
148,0.7175721044331572,-0.07941204458224946,0,2,148
149,0.47805051569065554,0.13670134918850685,0,0,149
150,0.6782290077825038,0.2113361202923393,1,1,0
151,0.5970370513179223,-0.024714352422490492,1,1,1
152,0.5405651786429244,0.24373468360755451,1,1,2
153,0.4673287685473037,0.43862407258129926,1,0,3
154,0.33959394514418517,0.24610884296815005,1,0,4
155,0.6240735977488094,0.2468853269506548,1,1,5
156,0.5904515117616892,0.11860146913837921,1,1,6
157,0.4344948485413924,0.1918098041224726,1,0,7
158,0.5797373903760736,0.29275912026878576,1,1,8
159,0.38577303473245206,0.21727436515069246,1,0,9
160,0.38275048301651327,0.30281203510039256,1,0,10
161,0.599401416315261,0.27070920560381473,1,1,11
162,0.6550268952888887,-0.31304363625954545,1,2,12
163,0.6606222009782128,-0.4085737600732988,1,2,13
164,0.6542398229817733,0.14473604789624447,1,1,14
165,0.6352389873810609,-0.253080555137261,1,2,15
166,0.618006037423782,-0.569596167123424,1,2,16
167,0.6463025013873596,-0.24223414540549904,1,2,17
168,0.6145758679371134,0.3071016879630949,1,1,18
169,0.7010547794787999,-0.3935701269179283,1,2,19
170,0.7250679577501488,-0.07167031586735512,1,2,20
171,0.6310206573286713,0.035479176091771016,1,1,21
172,0.6738786035672694,-0.3826450154253134,1,2,22
173,0.5684062254514295,0.3654569450655886,1,1,23
174,0.5461449331409804,0.19007345052299116,1,1,24
175,0.6838052185597786,-0.24524160267208414,1,2,25
176,0.7060238386056966,0.03938593348826871,1,1,26
177,0.6130719944969525,-0.04946133960436766,1,1,27
178,0.41976012966124293,0.3694982080653481,1,0,28
179,0.602289124881942,0.09497392713766777,1,1,29
180,0.4189270181008618,0.43108016320131076,1,0,30
181,0.7446606866102036,-0.2182036157489902,1,2,31
182,0.5427673504197111,0.32510439245355655,1,1,32
183,0.47447925867865887,0.43961379566722675,1,0,33
184,0.5148772576127864,0.2642705756283106,1,1,34
185,0.6893944945614897,-0.28821890441510145,1,2,35
186,0.4106122702088996,0.28318182894082633,1,0,36
187,0.5749664208044583,0.3422775374835417,1,1,37
188,0.4164719792905327,0.32671915904573773,1,0,38
189,0.6453578874409045,-0.1685606393178642,1,2,39
190,0.5950703568534809,0.14276025175207377,1,1,40
191,0.6594858199506679,-0.4104285384812643,1,2,41
192,0.40839195044041704,0.32974417671097916,1,0,42
193,0.6065504032468181,0.2494143082208611,1,1,43
194,0.39896139304152894,0.29116280334644673,1,0,44
195,0.3450618308215005,0.23965534653693235,1,0,45
196,0.5839739905752943,0.06302643445500947,1,1,46
197,0.6731668086435038,-0.2943286430425938,1,2,47
198,0.4605948880637346,0.4206089004516406,1,0,48
199,0.67243748370384,-0.1875390756477086,1,2,49
200,0.7268751439849657,-0.10542277327353781,1,2,50
201,0.3552410388826313,0.018718944472161894,1,0,51
202,0.6150634900520544,0.28127200805477204,1,1,52
203,0.6244289240399391,-0.27198900648750407,1,2,53
204,0.5382380564888416,0.294028935211832,1,1,54
205,0.66931982366798,-0.07550486856486377,1,2,55
206,0.5786710037623599,0.19726250030412218,1,1,56
207,0.4470806261958988,0.23919668615071174,1,0,57
208,0.7799534341446159,0.017964169104126,1,2,58
209,0.5933537840584513,0.33125259526218237,1,1,59
210,0.6923287771589953,-0.31837804331536357,1,2,60
211,0.594908107358965,0.49297958892376165,1,1,61
212,0.39931243321770826,0.34518992489100914,1,0,62
213,0.6923941946631557,-0.19675065354117965,1,2,63
214,0.37930373938508555,0.2799046154098811,1,0,64
215,0.55543077857178,0.10790377650984272,1,1,65
216,0.6784956348091234,-0.3765743097768445,1,2,66
217,0.33935655968812745,0.1718326058187045,1,0,67
218,0.624213668532606,0.3229326860526673,1,1,68
219,0.5996366284829604,0.08606541627959485,1,1,69
220,0.4189904669202645,0.07856847776719567,1,0,70
221,0.7172671328045771,-0.23141778249183922,1,2,71
222,0.44636536469011123,0.5210966345461504,1,0,72
223,0.3687456022454487,0.35078074729909803,1,0,73
224,0.4023827199082952,0.2678345285517442,1,0,74
225,0.7092747242788005,-0.33026306208508355,1,2,75
226,0.5553111424084244,0.2410761841188595,1,1,76
227,0.6436173066871541,-0.2264140987907506,1,2,77
228,0.7151671273172856,-0.2972606455482954,1,2,78
229,0.35980152206926835,0.27087989535590457,1,0,79
230,0.6954028147405161,-0.22734786735012977,1,2,80
231,0.618411929879647,0.11140136905156714,1,1,81
232,0.3940518192692145,0.2532995838823519,1,0,82
233,0.6292627743386445,-0.2779305161327152,1,2,83
234,0.6506694425240896,-0.28821784055543176,1,2,84
235,0.6817776691715884,-0.03813092028209721,1,1,85
236,0.6870524174970774,-0.21905855470905689,1,2,86
237,0.532543466359386,0.1914229575701753,1,1,87
238,0.3905319319540116,0.3477013702350952,1,0,88
239,0.41007289361435384,0.3402600601830379,1,0,89
240,0.5532479451560333,0.18802968451205523,1,1,90
241,0.6082642799157763,-0.24264145215258334,1,2,91
242,0.41330982736870997,0.3913958970491191,1,0,92
243,0.4551217423170094,0.28708436973046764,1,0,93
244,0.33199419710814015,0.16084176695824726,1,0,94
245,0.6234133309406572,-0.07369486182044531,1,2,95
246,0.6603545656648933,-0.1892807474073285,1,2,96
247,0.545906763939056,0.3189635439079141,1,1,97
248,0.53666991214275,0.3055336815547045,1,1,98
249,0.6037544739062622,-0.09353637071037259,1,2,99
250,0.6768096455994155,-0.10064867559192037,1,2,100
251,0.4540409380168839,0.1954736623621438,1,0,101
252,0.5492267493887405,0.2929931548942201,1,1,102
253,0.48178509443957673,0.34798732684328726,1,0,103
254,0.5374595617306894,0.1809760905180526,1,1,104
255,0.4087752130479723,0.2808890281902596,1,0,105
256,0.5864269099982221,0.3354029659656047,1,1,106
257,0.651424661973808,-0.20682081471443606,1,2,107
258,0.4158705466483521,0.18615198702360533,1,0,108
259,0.3915572847699086,0.28379842428600716,1,0,109
260,0.4123306141931786,0.34357229870382777,1,0,110
261,0.7118853972495202,-0.25336547140870647,1,2,111
262,0.6941427707182749,-0.39391845903976785,1,2,112
263,0.5811516731257135,0.1479620934256651,1,1,113
264,0.7692635330651556,-0.03447431421070325,1,2,114
265,0.45723907256997826,0.38646735399557613,1,0,115
266,0.36169569680659597,0.23153450512335633,1,0,116
267,0.6653877278692328,-0.22103087898524426,1,2,117
268,0.6374163075584403,-0.14732003355664233,1,2,118
269,0.5892127953767455,0.22067161102786248,1,1,119
270,0.39432440711957134,0.2183547978291921,1,0,120
271,0.3843834032476864,0.21174040135994787,1,0,121
272,0.46338376214688526,0.27262950492695603,1,0,122
273,0.6813452864236287,-0.013325662441509725,1,2,123
274,0.7081985018148133,-0.15871858348611326,1,2,124
275,0.6124302035867852,0.10509523181350967,1,1,125
276,0.7238462992548869,-0.05934643064175802,1,2,126
277,0.6581166080992589,-0.34993849219012446,1,2,127
278,0.43640370384771576,0.4097025899137397,1,0,128
279,0.7491896494391171,-0.10311350886145698,1,2,129
280,0.6430912270849473,-0.18380448855690384,1,2,130
281,0.7293708263653954,-0.054139521351806816,1,2,131
282,0.5156876097113675,0.4449588424871093,1,1,132
283,0.6217231022044395,0.18608593886936534,1,1,133
284,0.5836067944984351,0.10180359618128194,1,1,134
285,0.44906176894837774,0.18238343131793602,1,0,135
286,0.3494186915052061,0.1939558823682461,1,0,136
287,0.41943193474790186,0.35092273717144445,1,0,137
288,0.46989633056087576,0.14606920667624745,1,0,138
289,0.5472001371832572,0.329151832152009,1,1,139
290,0.7331864107328494,-0.2519444571336265,1,2,140
291,0.42924506784972016,0.3874793822750175,1,0,141
292,0.3522024967457093,0.20682275658104313,1,0,142
293,0.5480107874098477,0.23358768064037125,1,1,143
294,0.529282422874695,0.2527029595480579,1,1,144
295,0.5989920176488375,0.3632982120470158,1,1,145
296,0.4446605188445685,0.3840846286458351,1,0,146
297,0.6192363229006885,0.21498915845611505,1,1,147
298,0.6127048775892838,-0.32507582320703277,1,2,148
299,0.34529889781218986,0.2672913891183033,1,0,149
300,0.5083451073315509,0.03517728218922396,2,1,0
301,0.48785863105450056,0.15504955185406935,2,1,1
302,0.4920188455317792,-0.03651397141080758,2,1,2
303,0.3938002106836651,0.18409473420240366,2,0,3
304,0.4264982139080598,0.3331798656053654,2,0,4
305,0.5354381907295162,-0.16465063532274815,2,1,5
306,0.45058772497531174,-0.08929969700125455,2,1,6
307,0.4171115153227056,0.030248997639251138,2,0,7
308,0.6082751508136992,0.011961804133857754,2,1,8
309,0.385052701910982,0.32268226265826944,2,0,9
310,0.3937036461344121,0.20394128045449125,2,0,10
311,0.5629125515402493,-0.11760538671698605,2,1,11
312,0.6042453745089861,-0.12334834127759414,2,2,12
313,0.6223014867635802,-0.19073689675529987,2,2,13
314,0.427760233424165,0.10201930914528658,2,1,14
315,0.5634411786431134,-0.005070695969389816,2,2,15
316,0.5833779621516154,-0.41228233622549265,2,2,16
317,0.5524117738026834,0.3055833802551625,2,2,17
318,0.563368227493982,-0.00827446882950451,2,1,18
319,0.6309881229932759,-0.004755884843399956,2,2,19
320,0.668305875412038,0.011265567380085894,2,2,20
321,0.5935365446005529,-0.017596942204044543,2,1,21
322,0.52960563967345,-0.023019611412797687,2,2,22
323,0.5150556191959301,-0.16540997754962802,2,1,23
324,0.5171752249663485,-0.0469395411727532,2,1,24
325,0.5622850746738545,-0.05453410651686493,2,2,25
326,0.4519207330159183,-0.1121834302593057,2,1,26
327,0.5553694178907845,0.023435359351575223,2,1,27
328,0.4430055119936254,0.31290444380861576,2,0,28
329,0.49191482235076084,-0.0555835284475126,2,1,29
330,0.3952998360605032,0.03167065760055401,2,0,30
331,0.6218081626751317,-0.2006921734423954,2,2,31
332,0.47669050978300653,0.14517559767685276,2,1,32
333,0.4089168857935627,0.20779825613473923,2,0,33
334,0.5244114970006816,-0.10797817148767638,2,1,34
335,0.5836965252290245,-0.12449772622253635,2,2,35
336,0.5424877890719116,0.20908961766566553,2,0,36
337,0.4601127287247007,0.02846766144497209,2,1,37
338,0.4901751970482399,0.34684171175134104,2,0,38
339,0.6256406698356627,-0.12051211298337294,2,2,39
340,0.4864233985172037,-0.17972089777916725,2,1,40
341,0.6182616258730957,-0.12318256126961889,2,2,41
342,0.3750767440760033,0.1696563991453041,2,0,42
343,0.5552293988198705,0.16264466151777357,2,1,43
344,0.4201616938205768,0.5407609264395941,2,0,44
345,0.47092649495103295,0.3901273722125554,2,0,45
346,0.5950549833775669,0.039981556442022836,2,1,46
347,0.552883233524834,-0.04896892838740709,2,2,47
348,0.32401268497729296,0.3942995095522954,2,0,48
349,0.619063706925035,-0.15097123102289628,2,2,49
350,0.6373330336007144,0.020783592145978476,2,2,50
351,0.3918541595423212,0.1932432107169445,2,0,51
352,0.4804317007511294,-0.06295967009699376,2,1,52
353,0.6631189969809476,-0.2272215337214365,2,2,53
354,0.5478982653174438,0.015342627459043252,2,1,54
355,0.6563717278276738,-0.2039745459857318,2,2,55
356,0.43478184441785006,-0.07411221365074605,2,1,56
357,0.38879922500563857,0.1512823742253233,2,0,57
358,0.6177079838882588,0.02639057041075535,2,2,58
359,0.4580344697265079,0.003449018184660142,2,1,59
360,0.6401477759205865,-0.20536417660011458,2,2,60
361,0.5551389014595904,0.019806685681431017,2,1,61
362,0.42975976201067473,0.38241332656517285,2,0,62
363,0.6026517968461501,-0.1114228375004678,2,2,63
364,0.3919953507421984,0.3147351850155153,2,0,64
365,0.4959194233827243,-0.16388053571914007,2,1,65
366,0.5158756728041987,-0.07367254461964848,2,2,66
367,0.5034688575329874,0.3645033198022402,2,0,67
368,0.46630468999804964,-0.0852498012259413,2,1,68
369,0.5221138459555366,0.009335491638327765,2,1,69
370,0.35865920255641703,0.3151364267678613,2,0,70
371,0.5965012227489691,-0.16160090618140271,2,2,71
372,0.46623493138674776,0.2951595240525227,2,0,72
373,0.47519556545976394,0.3441307614939957,2,0,73
374,0.37536656467783763,0.1944195322088881,2,0,74
375,0.5927826521547516,-0.35370901985148967,2,2,75
376,0.5163368220831995,0.06627649463409678,2,1,76
377,0.6430740096139959,0.15119580828519918,2,2,77
378,0.5717611064077646,0.019513586103967303,2,2,78
379,0.4487801611072517,0.370349271219983,2,0,79
380,0.6186816850583581,-0.12256218874070036,2,2,80
381,0.48158958887868436,-0.019020478752260657,2,1,81
382,0.32346047613082063,0.4325372953233876,2,0,82
383,0.7069938856570825,-0.13189432794806397,2,2,83
384,0.5948829817359381,-0.16809937383813195,2,2,84
385,0.5241175850421537,0.03172390230766365,2,1,85
386,0.5525357572680617,-0.12609953815185188,2,2,86
387,0.4906314414044267,-0.11079305485085472,2,1,87
388,0.43394892052152556,0.37785145337901854,2,0,88
389,0.431726737499744,0.19405381501950802,2,0,89
390,0.5601262308153518,-0.2946198575982901,2,1,90
391,0.5915102778250699,-0.14029281398221233,2,2,91
392,0.40793484211716763,0.22366581201522015,2,0,92
393,0.44631915049498394,0.25635723704229013,2,0,93
394,0.3639941575511967,0.3206216791705064,2,0,94
395,0.5892957810377069,-0.12463541762657158,2,2,95
396,0.6130552534008228,-0.009856820501649302,2,2,96
397,0.5552476178403474,-0.09363181582922434,2,1,97
398,0.5608390929222759,-0.1426219705404622,2,1,98
399,0.5118563598539777,-0.15076487942872077,2,2,99
400,0.6326368624211681,0.01370312364549843,2,2,100
401,0.3682180315029497,0.15657505902952756,2,0,101
402,0.49100947990974997,0.002213480980623557,2,1,102
403,0.4652140431665019,0.29273782930824754,2,0,103
404,0.5261030617104069,0.025573839696322483,2,1,104
405,0.3691915629210809,0.31215833215221195,2,0,105
406,0.4414106608404012,-0.080254617873737,2,1,106
407,0.6193821078987816,-0.23520498382657903,2,2,107
408,0.41346423643947444,0.1805223605298157,2,0,108
409,0.42206574055246904,0.40790033287972577,2,0,109
410,0.4123849345369457,0.4660816367215634,2,0,110
411,0.6395224690919271,-0.28968859399044405,2,2,111
412,0.641142143348939,-0.07586017231487331,2,2,112
413,0.6188481325055285,0.005770105538060719,2,1,113
414,0.6047776834154529,-0.17462482202582594,2,2,114
415,0.3538759377046594,0.22804271285633432,2,0,115
416,0.4229118475239853,0.27077865888667707,2,0,116
417,0.6239271620454743,-0.22484986137848834,2,2,117
418,0.6613704278435177,-0.3091709125805945,2,2,118
419,0.5204765531371474,-0.4341379051137251,2,1,119
420,0.44631845646871293,0.2817779715801527,2,0,120
421,0.4230720443505568,0.2673600803977033,2,0,121
422,0.4138057572716348,0.28976520466078076,2,0,122
423,0.6746932479114549,0.01758648184436715,2,2,123
424,0.6457836706219032,-0.09213679831961312,2,2,124
425,0.47241528846551095,-0.10228782096979043,2,1,125
426,0.5943903485738791,-0.08686298469326219,2,2,126
427,0.6185844417691461,-0.039730927298323664,2,2,127
428,0.46362680599190503,0.415914449949571,2,0,128
429,0.6159344646550429,-0.2031669332519349,2,2,129
430,0.5800998456417835,-0.10816131309174407,2,2,130
431,0.6078027448335583,-0.2962862858797617,2,2,131
432,0.4578164011138359,0.09946066040694922,2,1,132
433,0.5320965670275404,-0.08872517000529005,2,1,133
434,0.48861374874835023,-0.20259622665172267,2,1,134
435,0.3240266802829646,0.11252833550237128,2,0,135
436,0.40930472261018414,0.11503908153890492,2,0,136
437,0.4396382694405824,0.18442520087537045,2,0,137
438,0.34023817379441657,0.28822001846944695,2,0,138
439,0.5436999703006389,0.16979210605816542,2,1,139
440,0.5691615273458323,-0.07826101000752363,2,2,140
441,0.4621547816125865,0.22543614364838632,2,0,141
442,0.373497439520311,0.11318826389658161,2,0,142
443,0.4466896550648864,0.03834477415973638,2,1,143
444,0.4823510762354096,-0.14491347481686928,2,1,144
445,0.5171940397171052,0.03404759806589477,2,1,145
446,0.37194226385264395,0.14507018709585595,2,0,146
447,0.5444110911856032,-0.003984585021388544,2,1,147
448,0.5899539308011946,-0.12467953973327586,2,2,148
449,0.3779306925314216,0.19853299871507954,2,0,149
