,x,y,id,t,tau
0,0.5565462987177072,-0.30441579363744126,0,2,1
1,0.5524731936339775,-0.5146361138002702,1,2,1
2,0.6313997315971247,0.038257718677581085,2,2,1
3,-0.3396289964570248,0.5404842382954199,3,2,0
4,-0.7798418127241948,0.2978941988747534,4,2,0
5,-0.10654827704653363,-0.16742861681878285,5,2,1
6,0.6531919670610645,-0.3121895083679981,6,2,1
7,0.424624331910591,0.7460000387157097,7,2,0
8,-0.008842764877258375,-0.4146518571613138,8,2,1
9,0.7830815818346963,-0.22545552918716497,9,2,0
10,0.0759905336925045,-0.8395975762177786,10,2,0
11,0.0865203230196009,0.46320497745408484,11,2,1
12,-0.20157234470922503,0.5237613689427859,12,2,2
13,-0.3205156100128351,0.21088112483781815,13,2,2
14,0.3596916828140681,0.09741863232329936,14,2,1
15,0.21388868402318714,0.20222932288081136,15,2,2
16,-0.22414201395186553,0.18263313269094753,16,2,2
17,-0.2679511838257908,0.7194258021762477,17,2,2
18,0.25680824716961426,-0.5420810247138098,18,2,1
19,-0.47628944331709394,-0.24627377321028907,19,2,2
20,-0.328382642361073,-0.3580860427309852,20,2,2
21,-0.035133084440239166,-0.6788478846974565,21,2,1
22,-0.07069359751900814,0.1903920589436672,22,2,2
23,0.3643142657367612,0.264232294622233,23,2,1
24,0.37603932310759486,0.3597828048824869,24,2,1
25,-0.38051295574528665,0.43728047598848646,25,2,2
26,0.2533274675369016,-0.5869619952858409,26,2,1
27,-0.08240244828365344,0.35526888116177974,27,2,1
28,0.6863790842408024,0.22259742888602588,28,2,0
29,-0.27845904029848256,0.38720467778299966,29,2,1
30,0.15100057049381335,0.7601176434358469,30,2,0
31,0.1021205289927187,0.2509618943539836,31,2,2
32,-0.6004880297630935,-0.0919219194308235,32,2,1
33,0.5905777959935272,0.5517465901220913,33,2,0
34,-0.5364348685213597,0.47655620217925027,34,2,1
35,-0.41870532489889917,0.16330401486883372,35,2,2
36,-0.7071157663210079,-0.25415162184380286,36,2,0
37,0.472647647269441,-0.6382982222920891,37,2,1
38,-0.5979925345110131,-0.5350800220980667,38,2,0
39,-0.4553334247446975,0.07756086281473827,39,2,2
40,0.25850853126614337,-0.022346937494424804,40,2,1
41,0.20105509685876344,-0.17753919542324842,41,2,2
42,-0.8860736945520183,-0.04830545955708384,42,2,0
43,0.10251605499007095,0.4586442580643269,43,2,1
44,0.4629908085910168,0.605174977916679,44,2,0
45,-0.19126264066915874,-0.600044382383604,45,2,0
46,0.028417125204648463,-0.5306237195183573,46,2,1
47,-0.30857529508521087,0.0418761385322293,47,2,2
48,-0.9199892293943862,0.062001654171501226,48,2,0
49,0.10442112022833533,-0.3961013736987202,49,2,2
50,0.23281950265966694,0.20772509548297594,50,2,2
51,0.8256615508387551,0.4889702338290605,51,2,0
52,-0.471516084025905,-0.3963997490623764,52,2,1
53,-0.16310584123633465,-0.04742583371523651,53,2,2
54,-0.28589762517501527,-0.13793422738178843,54,2,1
55,-0.0775329158382107,-0.05878366986588723,55,2,2
